0;1
1;1
1;0
2;0
2;0
3;0
3;-1
4;-1
4;-1
5;-1
5;0
6;0
6;1
7;1
7;1
8;1
8;0
9;0
9;-1
10;-1
10;0
11;0
11;1
12;1
12;0
13;0
13;0
14;0
14;-1
15;-1
15;0
16;0
16;1
17;1
17;0
18;0
18;-1
19;-1
19;-1
20;-1
20;-1
21;-1
21;0
22;0
22;0
23;0
23;0
24;0
24;1
25;1
25;0
26;0
26;-1
27;-1
27;0
28;0
28;1
29;1
29;1
30;1
30;0
31;0
31;-1
32;-1
